HYBAS_ID,area,DIST_MAIN
1050737110,33399.3,3571.8
1050761260,19350.5,3703.6
1050761270,48725.4,3703.8
1050022430,25595.8,0.0
1050022910,14099.9,0.0
1050022920,10951.9,0.0
1050023020,48394.1,0.0
1050023030,217.9,0.0
1050023050,59907.1,0.0
1050023060,3983.6,0.0
1050023130,24089.4,0.0
1050023140,9712.2,0.0
1050023300,35848.3,0.0
1050915980,35567.9,280.1
1050915990,75691.2,280.1
1050873650,4545.4,466.9
1050873640,52495.0,467.0
1050842700,5999.8,582.3
1050842500,8306.7,582.5
1050821060,5351.3,703.5
1050820780,1300.9,703.5
1050803510,23789.0,779.4
1050803360,5340.6,779.6
1050792830,11402.4,916.2
1050792840,45481.8,916.4
1050786860,15300.8,1091.6
1050786690,34510.8,1091.8
1050709030,31189.0,1480.0
1050709280,20527.2,1480.2
1050023310,74783.4,0.0
1050023890,83110.0,0.0
1050023900,11237.6,0.0
1050023950,99253.8,0.0
1050023960,12590.8,0.0
1050024070,75333.0,0.0
1050024080,8656.9,0.0
1050024310,29622.5,0.0
1050024320,58638.9,0.0
1050024870,20408.1,0.0
1050024880,21543.4,0.0
1050025000,19649.4,0.0
1050025010,126608.8,0.0
1050026210,24399.2,0.0
1050026220,48813.9,0.0
1050026800,72618.4,0.0
1050026820,41748.7,0.0
1050027410,5176.3,0.0
1050571730,7684.7,146.2
1050571900,45291.9,146.3
1050565160,12090.4,255.3
1050565270,6609.6,255.4
1050583270,4077.5,533.8
1050583100,21668.7,534.0
1050606570,6107.7,676.8
1050606740,7505.8,677.0
1050631860,687.7,832.3
1050632050,29992.7,832.3
1050633360,44344.0,855.2
1050633540,4109.5,855.4
1050644790,13289.0,941.7
1050644920,7112.2,941.9
1050667360,11538.7,1076.4
1050667560,38996.3,1076.6
1050619070,25001.1,1083.8
